Type of Incident,Type  Location,Year of Incident,Location1,Zip Code,Update Date,Latitude,Longitude,Day of Week
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2018,"5510 REIGER AVE
DALLAS, TX 75214
(32.801339, -96.75832)",75214,1/23/2019 9:54,32.801339,-96.75832,Wednesday
ACCIDENT INVOLVING DEATH,"Highway, Street, Alley ETC",2017,"300 W WHEATLAND RD
DALLAS, TX 75232
(32.647548, -96.826729)",75232,5/10/2017 7:04,32.647548,-96.826729,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"5200 SPRING VALLEY RD
DALLAS, TX 75254
(32.9395, -96.820656)",75254,10/26/2015 11:45,32.9395,-96.820656,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"6300 SCYENE RD
DALLAS, TX 75227
(32.765165, -96.71499)",75227,1/2/2017 14:33,32.765165,-96.71499,Monday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2017,"11650 MCCREE RD
DALLAS, TX 75238
(32.87011, -96.678997)",75238,2/16/2018 13:05,32.87011,-96.678997,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6700 GASTON AVE
DALLAS, TX 75214
(32.816353, -96.746324)",75214,10/2/2017 14:48,32.816353,-96.746324,Monday
ACCIDENT INVOLVING INJURY,Outdoor Area Public/Private,2015,"3024 N FITZHUGH AVE
DALLAS, TX 75204
(32.815994, -96.790511)",75204,4/14/2015 15:48,32.815994,-96.790511,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3800 S BUCKNER BLVD
DALLAS, TX 75227
(32.769677, -96.682628)",75227,2/19/2018 17:44,32.769677,-96.682628,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,Outdoor Area Public/Private,2018,"6000 JEFFERSON BLVD
DALLAS, TX 75211
(32.747851, -96.923576)",75211,1/15/2018 14:33,32.747851,-96.923576,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"2400 LAWRENCE ST
DALLAS, TX 75215
(32.751195, -96.757413)",75215,11/29/2014 8:24,32.751195,-96.757413,Saturday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2017,"7075 W WHEATLAND RD
DALLAS, TX 75249
(32.647214, -96.945003)",75249,8/7/2017 9:32,32.647214,-96.945003,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"1900 W MOCKINGBIRD LN
DALLAS, TX 75235
(32.82208, -96.852458)",75235,2/17/2017 12:01,32.82208,-96.852458,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3700 LADD ST
DALLAS, TX 75212
(32.787603, -96.844051)",75212,2/19/2018 4:58,32.787603,-96.844051,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"101 N JIM MILLER RD
DALLAS, TX 75217
(32.714018, -96.700185)",75217,5/25/2017 14:27,32.714018,-96.700185,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"5600 CARUTH HAVEN LN
DALLAS, TX 75206
(32.860821, -96.769848)",75206,8/31/2015 9:22,32.860821,-96.769848,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"1207 E RED BIRD LN
DALLAS, TX 75241
(32.674979, -96.804849)",75241,2/19/2018 0:03,32.674979,-96.804849,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2014,"8117 E R L THORNTON FWY
DALLAS, TX 75228
(32.794468, -96.700921)",75228,10/15/2014 1:46,32.794468,-96.700921,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"7000 FORNEY RD
DALLAS, TX 75227
(32.778001, -96.699993)",75227,2/19/2018 2:34,32.778001,-96.699993,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"9915 E NORTHWEST HWY
DALLAS, TX 75238
(32.863181, -96.715202)",75238,4/9/2015 10:23,32.863181,-96.715202,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2018,"1921 MARTIN LUTHER KING JR BLVD
DALLAS, TX 75215
(32.764037, -96.774407)",75215,2/20/2018 20:30,32.764037,-96.774407,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"3800 S BUCKNER BLVD
DALLAS, TX 75227
(32.769677, -96.682628)",75227,4/21/2015 5:59,32.769677,-96.682628,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"3600 FRANKFORD RD
DALLAS, TX 75287
(32.997032, -96.848927)",75287,5/29/2015 10:21,32.997032,-96.848927,Friday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"9500 SCYENE RD
DALLAS, TX 75227
(32.76327, -96.659665)",75227,8/3/2017 5:18,32.76327,-96.659665,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2600 N WALTON WALKER BLVD
DALLAS, TX 75212
(32.774594, -96.915561)",75212,7/26/2017 16:54,32.774594,-96.915561,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"11300 HARRY HINES BLVD
DALLAS, TX 75229
(32.892812, -96.890327)",75229,4/21/2017 13:30,32.892812,-96.890327,Friday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,Outdoor Area Public/Private,2016,"2270 MEDICAL DISTRICT DR
DALLAS, TX 75235
(32.812889, -96.831215)",75235,9/20/2016 8:32,32.812889,-96.831215,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4000 CEDAR SPRINGS RD
DALLAS, TX 75219
(32.811066, -96.811351)",75219,2/18/2018 15:55,32.811066,-96.811351,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"5200 W MOCKINGBIRD LN
DALLAS, TX 75209
(32.836621, -96.823268)",75209,10/1/2015 13:50,32.836621,-96.823268,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3800 LEMMON AVE
DALLAS, TX 75219
(32.811969, -96.805618)",75219,2/19/2018 13:22,32.811969,-96.805618,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Single Family Residence - Occupied,2014,"1435 TEMPLECLIFF DR
DALLAS, TX 75217
(32.737608, -96.70347)",75217,1/1/2015 12:00,32.737608,-96.70347,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"1000 HOLCOMB RD
DALLAS, TX 75217
(32.729216, -96.674283)",75217,1/3/2017 15:48,32.729216,-96.674283,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"3300 S CENTRAL EXPY
DALLAS, TX 75215
(32.762015, -96.771468)",75215,10/29/2017 8:47,32.762015,-96.771468,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2015,"5900 E MOCKINGBIRD LN
DALLAS, TX 75206
(32.836478, -96.765563)",75206,5/25/2015 21:27,32.836478,-96.765563,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"200 W ILLINOIS AVE
DALLAS, TX 75224
(32.72033, -96.824659)",75224,2/19/2018 13:14,32.72033,-96.824659,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2400 BOLL ST
DALLAS, TX 75204
(32.796193, -96.799969)",75204,2/19/2018 20:08,32.796193,-96.799969,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"8500 BRUTON RD
DALLAS, TX 75217
(32.748679, -96.675147)",75217,12/21/2015 11:51,32.748679,-96.675147,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"1300 N MASTERS DR
DALLAS, TX 75217
(32.733845, -96.648284)",75217,5/18/2015 11:10,32.733845,-96.648284,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"15500 DALLAS PKWY
DALLAS, TX 75248
(32.960589, -96.820881)",75248,2/19/2018 2:24,32.960589,-96.820881,Monday
ACCIDENT INVOLVING INJURY,Industrial/Manufacturing,2016,"5100 W DAVIS ST
DALLAS, TX 75211
(32.749523, -96.910116)",75211,1/27/2016 9:15,32.749523,-96.910116,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"9300 FOREST LN
DALLAS, TX 75243
(32.909054, -96.740021)",75243,11/10/2014 10:54,32.909054,-96.740021,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"3720 CANTON ST
DALLAS, TX 75226
(32.785496, -96.77334)",75226,8/12/2014 0:02,32.785496,-96.77334,Tuesday
ACCIDENT INVOLVING INJURY,Apartment Parking Lot,2015,"1430 BENNETT AVE
DALLAS, TX 75206
(32.805573, -96.773518)",75206,1/27/2015 7:25,32.805573,-96.773518,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"1700 S WESTMORELAND RD
DALLAS, TX 75211
(32.726771, -96.874234)",75211,2/15/2016 10:09,32.726771,-96.874234,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2015,"3200 W NORTHWEST HWY
DALLAS, TX 75220
(32.855471, -96.865486)",75220,8/20/2015 12:34,32.855471,-96.865486,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"4100 MAPLE AVE
DALLAS, TX 75219
(32.806674, -96.816889)",75219,2/4/2017 14:03,32.806674,-96.816889,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6200 GREAT TRINITY FOREST WAY
DALLAS, TX 75217
(32.712618, -96.715703)",75217,5/12/2017 9:24,32.712618,-96.715703,Friday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"1500 STOREY LN
DALLAS, TX 75220
(32.851922, -96.887526)",75220,5/7/2016 21:54,32.851922,-96.887526,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"11200 PLANO RD
DALLAS, TX 75243
(32.901771, -96.700435)",75243,9/15/2015 17:18,32.901771,-96.700435,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"2503 FORDHAM RD
DALLAS, TX 75216
(32.705069, -96.785436)",75216,2/19/2018 15:40,32.705069,-96.785436,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"1521 N COCKRELL HILL RD
DALLAS, TX 75211
(32.763549, -96.895452)",75211,11/22/2014 3:33,32.763549,-96.895452,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2600 PENNSYLVANIA AVE
DALLAS, TX 75215
(32.765645, -96.769031)",75215,2/24/2015 10:49,32.765645,-96.769031,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),"Highway, Street, Alley ETC",2016,"4800 S LANCASTER RD
DALLAS, TX 75216
(32.690493, -96.791435)",75216,6/8/2017 10:39,32.690493,-96.791435,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"400 N JIM MILLER RD
DALLAS, TX 75217
(32.717566, -96.700079)",75217,4/1/2015 17:16,32.717566,-96.700079,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"8300 WALNUT HILL LN
DALLAS, TX 75231
(32.883265, -96.760958)",75231,9/3/2014 8:16,32.883265,-96.760958,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"2600 CEDAR SPRINGS RD
DALLAS, TX 75204
(32.799463, -96.805287)",75204,8/2/2016 14:57,32.799463,-96.805287,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"7000 FERGUSON RD
DALLAS, TX 75228
(32.793435, -96.724118)",75228,8/12/2014 11:01,32.793435,-96.724118,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4500 MCKINNEY AVE
DALLAS, TX 75205
(32.821003, -96.788413)",75205,8/25/2014 15:28,32.821003,-96.788413,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,Outdoor Area Public/Private,2015,"4700 GREAT TRINITY FOREST WAY
DALLAS, TX 75216
(32.706926, -96.737229)",75216,2/18/2018 1:39,32.706926,-96.737229,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Restaurant/Food Service/TABC Location,2014,"12330 GREENVILLE AVE
DALLAS, TX 75243
(32.915908, -96.743716)",75243,8/8/2014 8:42,32.915908,-96.743716,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Single Family Residence - Occupied,2016,"2617 LEWISTON AVE
DALLAS, TX 75227
(32.757524, -96.65037)",75227,4/7/2016 11:53,32.757524,-96.65037,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"4600 TODD ST
DALLAS, TX 75210
(32.765054, -96.74395)",75210,8/27/2015 6:26,32.765054,-96.74395,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1400 DALROCK RD
ROWLETT, TX 75088
(32.872918, -96.521365)",75088,12/25/2014 12:30,32.872918,-96.521365,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1700 S WESTMORELAND RD
DALLAS, TX 75211
(32.726771, -96.874234)",75211,2/19/2018 5:15,32.726771,-96.874234,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4233 SPRING AVE
DALLAS, TX 75210
(32.772311, -96.745085)",75210,8/23/2014 14:53,32.772311,-96.745085,Saturday
ACCIDENTAL DEATH (NO OFFENSE),Outdoor Area Public/Private,2015,"7800 GARLAND RD
DALLAS, TX 75214
(32.811574, -96.728422)",75214,12/12/2016 5:29,32.811574,-96.728422,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2506 LEA CREST DR
DALLAS, TX 75216
(32.710272, -96.789318)",75216,2/20/2018 5:20,32.710272,-96.789318,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"8200 CLARK RD
DALLAS, TX 75236
(32.66682, -96.945137)",75236,10/18/2014 12:45,32.66682,-96.945137,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"3000 JULIUS SCHEPPS FWY
Dallas, TX 75215
(32.762735, -96.775075)",75215,4/29/2015 6:05,32.762735,-96.775075,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"8600 N CENTRAL EXPY
DALLAS, TX 75231
(32.868637, -96.769759)",75231,2/20/2018 1:19,32.868637,-96.769759,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"7300 ROYAL LN
DALLAS, TX 75230
(32.894873, -96.779617)",75230,2/19/2018 14:09,32.894873,-96.779617,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"4500 ROSS AVE
DALLAS, TX 75204
(32.802842, -96.780217)",75204,10/9/2014 8:56,32.802842,-96.780217,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"300 E LEDBETTER DR
DALLAS, TX 75216
(32.685465, -96.819749)",75216,3/30/2015 6:28,32.685465,-96.819749,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2014,"9900 HARRY HINES BLVD
DALLAS, TX 75220
(32.857104, -96.880296)",75220,2/20/2018 10:18,32.857104,-96.880296,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2017,"2825 CASEY ST
DALLAS, TX 75215
(32.764007, -96.761041)",75215,7/7/2017 3:44,32.764007,-96.761041,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"6700 SKILLMAN ST
DALLAS, TX 75231
(32.866919, -96.740455)",75231,6/9/2016 8:06,32.866919,-96.740455,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3700 SHELLEY BLVD
DALLAS, TX 75211
(32.728299, -96.880695)",75211,2/19/2018 14:10,32.728299,-96.880695,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"3600 SAMUELL BLVD
DALLAS, TX 75223
(32.792966, -96.733531)",75223,8/31/2017 7:23,32.792966,-96.733531,Thursday
ACCIDENTAL DEATH (NO OFFENSE),Other,2014,"9616 C F HAWN FWY APT 208
DALLAS, TX 75217
(32.702595, -96.656142)",75217,2/20/2018 10:45,32.702595,-96.656142,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"11700 AUDELIA RD
DALLAS, TX 75243
(32.908554, -96.71764)",75243,12/13/2014 11:57,32.908554,-96.71764,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2016,"3260 IRVING BLVD
DALLAS, TX 75247
(32.807882, -96.872112)",75247,3/22/2016 13:29,32.807882,-96.872112,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"11600 FERGUSON RD
DALLAS, TX 75228
(32.854033, -96.6509)",75228,9/18/2014 18:11,32.854033,-96.6509,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Single Family Residence - Occupied,2015,"2223 S BECKLEY AVE
DALLAS, TX 75224
(32.720697, -96.82287)",75224,2/18/2018 15:32,32.720697,-96.82287,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"9500 FOREST LN
DALLAS, TX 75243
(32.909077, -96.729297)",75243,12/5/2014 7:28,32.909077,-96.729297,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"715 N LANCASTER AVE
DALLAS, TX 75203
(32.756864, -96.814152)",75203,10/17/2014 6:44,32.756864,-96.814152,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"300 S BEACON ST
DALLAS, TX 75214
(32.799711, -96.754679)",75214,8/28/2015 6:55,32.799711,-96.754679,Friday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2016,"8645 REDONDO DR
DALLAS, TX 75218
(32.821444, -96.710039)",75218,8/17/2016 23:00,32.821444,-96.710039,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"900 S BECKLEY AVE
DALLAS, TX 75203
(32.737204, -96.822802)",75203,10/13/2016 6:38,32.737204,-96.822802,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"9600 FERGUSON RD
DALLAS, TX 75228
(32.818355, -96.686169)",75228,5/18/2016 11:16,32.818355,-96.686169,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2300 N CENTRAL EXPY
DALLAS, TX 75204
(32.800005, -96.792771)",75204,9/1/2014 13:04,32.800005,-96.792771,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2200 PINE ST
DALLAS, TX 75215
(32.753454, -96.764411)",75215,2/19/2018 2:18,32.753454,-96.764411,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Gas or Service Station,2015,"8207 S HAMPTON RD
DALLAS, TX 75232
(32.646963, -96.857136)",75232,6/30/2015 21:09,32.646963,-96.857136,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"4845 HATCHER ST
DALLAS, TX 75210
(32.774208, -96.738155)",75210,5/25/2017 9:07,32.774208,-96.738155,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"10000 GARLAND RD
DALLAS, TX 75218
(32.838298, -96.696472)",75218,12/18/2017 6:39,32.838298,-96.696472,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"1900 S ZANG BLVD
DALLAS, TX 75224
(32.722774, -96.830219)",75224,7/21/2016 11:55,32.722774,-96.830219,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"5000 W ILLINOIS AVE
Dallas, TX 75211
(32.720397, -96.90885)",75211,5/7/2015 0:43,32.720397,-96.90885,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2015,"4900 S BUCKNER BLVD
DALLAS, TX 75227
(32.78245, -96.682733)",75227,3/19/2015 7:08,32.78245,-96.682733,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"16100 DALLAS PKWY
DALLAS, TX 75248
(32.968743, -96.821227)",75248,7/20/2017 9:11,32.968743,-96.821227,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"9000 SKILLMAN ST
DALLAS, TX 75243
(32.897691, -96.720521)",75243,6/10/2015 12:41,32.897691,-96.720521,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"3200 SPUR 40875236
(32.693916, -96.935652)",75236,5/4/2015 13:04,32.693916,-96.935652,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"3900 CEDAR SPRINGS RD
Dallas, TX 75219
(32.810169, -96.810202)",75219,5/26/2015 7:43,32.810169,-96.810202,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"425 CRISTLER AVE
DALLAS, TX 75223
(32.803482, -96.74762)",75223,9/17/2014 8:31,32.803482,-96.74762,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"900 N CARROLL AVE
DALLAS, TX 75204
(32.796661, -96.773526)",75204,6/13/2016 10:02,32.796661,-96.773526,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"3000 N JIM MILLER RD
DALLAS, TX 75227
(32.763509, -96.70064)",75227,6/25/2015 1:25,32.763509,-96.70064,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"600 S CARROLL AVE
DALLAS, TX 75223
(32.788848, -96.764388)",75223,2/14/2017 16:53,32.788848,-96.764388,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"8300 DOUGLAS AVE
DALLAS, TX 75225
(32.863723, -96.808503)",75225,2/19/2018 16:57,32.863723,-96.808503,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"3600 DILIDO RD
DALLAS, TX 75228
(32.802174, -96.688221)",75228,8/20/2015 5:59,32.802174,-96.688221,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1800 INADALE AVE
DALLAS, TX 75228
(32.817823, -96.684451)",75228,8/19/2014 22:51,32.817823,-96.684451,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"10600 FOREST LN
DALLAS, TX 75243
(32.90897, -96.702206)",75243,2/20/2018 9:51,32.90897,-96.702206,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"11900 ABRAMS RD
DALLAS, TX 75243
(32.910208, -96.735391)",75243,6/14/2016 9:24,32.910208,-96.735391,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2016,"2325 ELSIE FAYE HEGGINS ST
DALLAS, TX 75215
(32.751269, -96.75909)",75215,12/10/2016 19:36,32.751269,-96.75909,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"300 N FRANCES ST
DALLAS, TX 75211
(32.746958, -96.876906)",75211,3/1/2016 8:58,32.746958,-96.876906,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"7200 AMY ST
DALLAS, TX 75217
(32.739057, -96.697946)",75217,2/19/2018 1:17,32.739057,-96.697946,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"10300 FERGUSON RD
DALLAS, TX 75228
(32.834867, -96.673103)",75228,2/20/2015 7:16,32.834867,-96.673103,Friday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,Parking Lot (All Others),2017,"3115 S LANCASTER RD
DALLAS, TX 75216
(32.709184, -96.802665)",75216,10/3/2017 12:26,32.709184,-96.802665,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"1000 N BUCKNER BLVD
DALLAS, TX 75218
(32.841182, -96.707667)",75218,10/1/2014 22:59,32.841182,-96.707667,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"8687 N CENTRAL EXPY
DALLAS, TX 75225
(32.86875, -96.770691)",75225,2/19/2018 21:26,32.86875,-96.770691,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"13350 DALLAS PKWY
DALLAS, TX 75240
(32.930161, -96.820963)",75240,1/8/2018 12:00,32.930161,-96.820963,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"3600 DELAFIELD LN
DALLAS, TX 75227
(32.768072, -96.674853)",75227,5/31/2017 9:30,32.768072,-96.674853,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"2800 E LEDBETTER DR
DALLAS, TX 75216
(32.693298, -96.774438)",75216,11/9/2014 15:58,32.693298,-96.774438,Sunday
ACCIDENT INVOLVING INJURY,Outdoor Area Public/Private,2017,"3300 S LANCASTER RD
DALLAS, TX 75216
(32.707037, -96.800909)",75216,11/20/2017 9:53,32.707037,-96.800909,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"700 S STEMMONS FWY
DALLAS, TX 75207
(32.769663, -96.805383)",75207,3/16/2015 6:59,32.769663,-96.805383,Monday
